cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,isosmiles,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
153575740,6-(cyclopropanecarbonylamino)-4-[3-[2-[2-[(2-hydroxy-2-methylpropanoyl)amino]ethyl]triazol-4-yl]-2-methoxyanilino]-N-(trihydroxymethyl)pyridine-3-carboxamide,NULL,584.600,C26H32N8O8,233.000,961.000,-0.500,42,8,12,12,"InChI=1S/C26H32N8O8/c1-25(2,38)24(37)27-9-10-34-29-13-19(33-34)15-5-4-6-17(21(15)42-3)30-18-11-20(31-22(35)14-7-8-14)28-12-16(18)23(36)32-26(39,40)41/h4-6,11-14,38-41H,7-10H2,1-3H3,(H,27,37)(H,32,36)(H2,28,30,31,35)",CC(C)(C(=O)NCCN1N=CC(=N1)C2=C(C(=CC=C2)NC3=CC(=NC=C3C(=O)NC(O)(O)O)NC(=O)C4CC4)OC)O,MJGMTFASQSDWMX-UHFFFAOYSA-N,6-(cyclopropanecarbonylamino)-4-[3-[2-[2-[(2-hydroxy-2-methylpropanoyl)amino]ethyl]triazol-4-yl]-2-methoxyanilino]-N-(trihydroxymethyl)pyridine-3-carboxamide,NULL,Patents,1,NULL,20200813,PATENTSCOPE (WIPO),Governmental Organizations,NULL
153575737,"6-(cyclopropanecarbonylamino)-4-[2-methoxy-3-[5-[(1S)-1-[methyl(methylsulfonyl)amino]ethyl]-1,2,4-oxadiazol-3-yl]anilino]pyridazine-3-carboxamide",NULL,530.600,C22H26N8O6S,204.000,931.000,0.500,37,3,12,10,"InChI=1S/C22H26N8O6S/c1-11(30(2)37(4,33)34)22-26-20(29-36-22)13-6-5-7-14(18(13)35-3)24-15-10-16(25-21(32)12-8-9-12)27-28-17(15)19(23)31/h5-7,10-12H,8-9H2,1-4H3,(H2,23,31)(H2,24,25,27,32)/t11-/m0/s1",C[C@@H](C1=NC(=NO1)C2=C(C(=CC=C2)NC3=CC(=NN=C3C(=O)N)NC(=O)C4CC4)OC)N(C)S(=O)(=O)C,CFFJKQWTYYHCGQ-NSHDSACASA-N,"6-(cyclopropanecarbonylamino)-4-[2-methoxy-3-[5-[(1S)-1-[methyl(methylsulfonyl)amino]ethyl]-1,2,4-oxadiazol-3-yl]anilino]pyridazine-3-carboxamide",NULL,Patents,1,NULL,20200813,PATENTSCOPE (WIPO),Governmental Organizations,NULL
153575733,"6-(Cyclopropanecarbonylamino)-4-[3-[5-[[cyclopropylsulfonyl(methyl)amino]methyl]-1,2,4-oxadiazol-3-yl]-2-methoxyanilino]pyridazine-3-carboxamide",NULL,542.600,C23H26N8O6S,204.000,973.000,0.600,38,3,12,11,"InChI=1S/C23H26N8O6S/c1-31(38(34,35)13-8-9-13)11-18-27-22(30-37-18)14-4-3-5-15(20(14)36-2)25-16-10-17(26-23(33)12-6-7-12)28-29-19(16)21(24)32/h3-5,10,12-13H,6-9,11H2,1-2H3,(H2,24,32)(H2,25,26,28,33)",CN(CC1=NC(=NO1)C2=C(C(=CC=C2)NC3=CC(=NN=C3C(=O)N)NC(=O)C4CC4)OC)S(=O)(=O)C5CC5,ANRQXQMEMLFXIY-UHFFFAOYSA-N,"6-(cyclopropanecarbonylamino)-4-[3-[5-[[cyclopropylsulfonyl(methyl)amino]methyl]-1,2,4-oxadiazol-3-yl]-2-methoxyanilino]pyridazine-3-carboxamide",NULL,Patents,1,NULL,20200813,PATENTSCOPE (WIPO),Governmental Organizations,NULL
153571412,"1-(cyclopropanecarbonylamino)-6-methoxy-N-methyl-7-(1-methyl-1,2,4-triazol-3-yl)-5H-pyridazino[4,5-b]indole-4-carboxamide",SCHEMBL22647324,420.400,C20H20N8O3,140.000,706.000,0.600,31,3,7,5,"InChI=1S/C20H20N8O3/c1-21-20(30)15-14-12(18(26-25-15)24-19(29)9-4-5-9)10-6-7-11(16(31-3)13(10)23-14)17-22-8-28(2)27-17/h6-9,23H,4-5H2,1-3H3,(H,21,30)(H,24,26,29)",CNC(=O)C1=NN=C(C2=C1NC3=C2C=CC(=C3OC)C4=NN(C=N4)C)NC(=O)C5CC5,SVISGPYIFMNYKZ-UHFFFAOYSA-N,"1-(cyclopropanecarbonylamino)-6-methoxy-N-methyl-7-(1-methyl-1,2,4-triazol-3-yl)-5H-pyridazino[4,5-b]indole-4-carboxamide",NULL,Patents,1,NULL,20200813,Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
153571404,"6-chloro-4-[3-(1-methyl-1,2,4-triazol-3-yl)-2-(trihydroxymethoxy)anilino]-N-(trihydroxymethyl)pyridazine-3-carboxamide",NULL,469.800,C16H16ClN7O8,228.000,651.000,-1.500,32,8,13,7,"InChI=1S/C16H16ClN7O8/c1-24-6-18-13(23-24)7-3-2-4-8(12(7)32-16(29,30)31)19-9-5-10(17)21-22-11(9)14(25)20-15(26,27)28/h2-6,26-31H,1H3,(H,19,21)(H,20,25)",CN1C=NC(=N1)C2=C(C(=CC=C2)NC3=CC(=NN=C3C(=O)NC(O)(O)O)Cl)OC(O)(O)O,WUVVWOLJBGZTEK-UHFFFAOYSA-N,"6-chloro-4-[3-(1-methyl-1,2,4-triazol-3-yl)-2-(trihydroxymethoxy)anilino]-N-(trihydroxymethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20200813,PATENTSCOPE (WIPO),Governmental Organizations,NULL
153571398,"Cyclopropyl-[4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-[(5-morpholin-4-ylpyridin-2-yl)amino]pyridin-3-yl]methanone",SCHEMBL22647218,526.600,C28H30N8O3,119.000,812.000,3.700,39,2,10,9,"InChI=1S/C28H30N8O3/c1-35-17-31-28(34-35)20-4-3-5-22(27(20)38-2)32-23-14-25(30-16-21(23)26(37)18-6-7-18)33-24-9-8-19(15-29-24)36-10-12-39-13-11-36/h3-5,8-9,14-18H,6-7,10-13H2,1-2H3,(H2,29,30,32,33)",CN1C=NC(=N1)C2=C(C(=CC=C2)NC3=CC(=NC=C3C(=O)C4CC4)NC5=NC=C(C=C5)N6CCOCC6)OC,HEWDYELCZGGTGS-UHFFFAOYSA-N,"cyclopropyl-[4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-[(5-morpholin-4-ylpyridin-2-yl)amino]pyridin-3-yl]methanone",NULL,Patents,1,NULL,20200813,Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
153571397,"6-(3-Cyclobutyl-2-oxoimidazolidin-1-yl)-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]pyridazine-3-carboxamide",NULL,463.500,C22H25N9O3,144.000,753.000,1.300,34,2,8,7,"InChI=1S/C22H25N9O3/c1-29-12-24-21(28-29)14-7-4-8-15(19(14)34-2)25-16-11-17(26-27-18(16)20(23)32)31-10-9-30(22(31)33)13-5-3-6-13/h4,7-8,11-13H,3,5-6,9-10H2,1-2H3,(H2,23,32)(H,25,26)",CN1C=NC(=N1)C2=C(C(=CC=C2)NC3=CC(=NN=C3C(=O)N)N4CCN(C4=O)C5CCC5)OC,DVWAAFADEXRTLL-UHFFFAOYSA-N,"6-(3-cyclobutyl-2-oxoimidazolidin-1-yl)-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]pyridazine-3-carboxamide",NULL,Patents,1,NULL,20200813,PATENTSCOPE (WIPO),Governmental Organizations,NULL
153571396,"Cyclopropyl-[4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-[(6-methylpyridin-2-yl)amino]pyridin-3-yl]methanone",SCHEMBL22647416,455.500,C25H25N7O2,107.000,692.000,4.300,34,2,8,8,"InChI=1S/C25H25N7O2/c1-15-6-4-9-21(28-15)30-22-12-20(18(13-26-22)23(33)16-10-11-16)29-19-8-5-7-17(24(19)34-3)25-27-14-32(2)31-25/h4-9,12-14,16H,10-11H2,1-3H3,(H2,26,28,29,30)",CC1=NC(=CC=C1)NC2=NC=C(C(=C2)NC3=CC=CC(=C3OC)C4=NN(C=N4)C)C(=O)C5CC5,DEKDCKVVQUAGQX-UHFFFAOYSA-N,"cyclopropyl-[4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-[(6-methylpyridin-2-yl)amino]pyridin-3-yl]methanone",NULL,Patents,1,NULL,20200813,Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
153571394,"N-[4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-5-(2-methylpropanoyl)pyridin-2-yl]cyclopropanecarboxamide",SCHEMBL22647347,434.500,C23H26N6O3,111.000,672.000,3.400,32,2,7,8,"InChI=1S/C23H26N6O3/c1-13(2)20(30)16-11-24-19(27-23(31)14-8-9-14)10-18(16)26-17-7-5-6-15(21(17)32-4)22-25-12-29(3)28-22/h5-7,10-14H,8-9H2,1-4H3,(H2,24,26,27,31)",CC(C)C(=O)C1=CN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)NC(=O)C4CC4,RKXPUIPXIOJUMY-UHFFFAOYSA-N,"N-[4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-5-(2-methylpropanoyl)pyridin-2-yl]cyclopropanecarboxamide",NULL,Patents,1,NULL,20200813,Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
153571389,"6-(3-ethyl-2-oxoimidazolidin-1-yl)-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trihydroxymethyl)pyridazine-3-carboxamide",NULL,499.500,C21H25N9O6,191.000,786.000,-0.800,36,5,11,8,"InChI=1S/C21H25N9O6/c1-4-29-8-9-30(20(29)32)15-10-14(16(26-25-15)19(31)24-21(33,34)35)23-13-7-5-6-12(17(13)36-3)18-22-11-28(2)27-18/h5-7,10-11,33-35H,4,8-9H2,1-3H3,(H,23,25)(H,24,31)",CCN1CCN(C1=O)C2=NN=C(C(=C2)NC3=CC=CC(=C3OC)C4=NN(C=N4)C)C(=O)NC(O)(O)O,GHVPUYKAZMCFPY-UHFFFAOYSA-N,"6-(3-ethyl-2-oxoimidazolidin-1-yl)-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trihydroxymethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20200813,PATENTSCOPE (WIPO),Governmental Organizations,NULL
153571388,"Cyclopropyl-[4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-[(5-methylpyrazin-2-yl)amino]pyridin-3-yl]methanone",SCHEMBL22647402,456.500,C24H24N8O2,120.000,694.000,3.300,34,2,9,8,"InChI=1S/C24H24N8O2/c1-14-10-26-21(12-25-14)30-20-9-19(17(11-27-20)22(33)15-7-8-15)29-18-6-4-5-16(23(18)34-3)24-28-13-32(2)31-24/h4-6,9-13,15H,7-8H2,1-3H3,(H2,26,27,29,30)",CC1=CN=C(C=N1)NC2=NC=C(C(=C2)NC3=CC=CC(=C3OC)C4=NN(C=N4)C)C(=O)C5CC5,ZTBZUYYEHZYDDD-UHFFFAOYSA-N,"cyclopropyl-[4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-[(5-methylpyrazin-2-yl)amino]pyridin-3-yl]methanone",NULL,Patents,1,NULL,20200813,Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
153571387,"Methyl 2-amino-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-methylpyridine-3-carboxylate",NULL,368.400,C18H20N6O3,117.000,510.000,2.600,27,2,8,6,"InChI=1S/C18H20N6O3/c1-10-8-13(14(16(19)21-10)18(25)27-4)22-12-7-5-6-11(15(12)26-3)17-20-9-24(2)23-17/h5-9H,1-4H3,(H3,19,21,22)",CC1=CC(=C(C(=N1)N)C(=O)OC)NC2=CC=CC(=C2OC)C3=NN(C=N3)C,JUDSFQZLXAZWFG-UHFFFAOYSA-N,"methyl 2-amino-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-methylpyridine-3-carboxylate",NULL,Patents,1,NULL,20200813,PATENTSCOPE (WIPO),Governmental Organizations,NULL
153571383,"6-chloro-N-methoxy-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-methylpyridazine-3-carboxamide",SCHEMBL22647435,403.800,C17H18ClN7O3,107.000,531.000,2.500,28,1,8,6,"InChI=1S/C17H18ClN7O3/c1-24-9-19-16(23-24)10-6-5-7-11(15(10)27-3)20-12-8-13(18)21-22-14(12)17(26)25(2)28-4/h5-9H,1-4H3,(H,20,21)",CN1C=NC(=N1)C2=C(C(=CC=C2)NC3=CC(=NN=C3C(=O)N(C)OC)Cl)OC,MVVHSVISFPPIHK-UHFFFAOYSA-N,"6-chloro-N-methoxy-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-methylpyridazine-3-carboxamide",NULL,Patents,1,NULL,20200813,Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
153571372,"1-(cyclopropanecarbonylamino)-6-methoxy-N-methyl-7-(1-methyl-1,2,4-triazol-3-yl)-5,10-dihydropyridazino[4,5-b]quinoline-4-carboxamide",SCHEMBL22647323,434.500,C21H22N8O3,136.000,721.000,0.700,32,3,8,5,"InChI=1S/C21H22N8O3/c1-22-21(31)16-15-13(19(27-26-16)25-20(30)10-4-5-10)8-11-6-7-12(17(32-3)14(11)24-15)18-23-9-29(2)28-18/h6-7,9-10,24H,4-5,8H2,1-3H3,(H,22,31)(H,25,27,30)",CNC(=O)C1=NN=C(C2=C1NC3=C(C2)C=CC(=C3OC)C4=NN(C=N4)C)NC(=O)C5CC5,DFXRNSGWCQQNSN-UHFFFAOYSA-N,"1-(cyclopropanecarbonylamino)-6-methoxy-N-methyl-7-(1-methyl-1,2,4-triazol-3-yl)-5,10-dihydropyridazino[4,5-b]quinoline-4-carboxamide",NULL,Patents,1,NULL,20200813,Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
153571360,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-[3-(2-methylpropyl)-2-oxoimidazolidin-1-yl]-N-(trihydroxymethyl)pyridazine-3-carboxamide",NULL,527.500,C23H29N9O6,191.000,830.000,0.200,38,5,11,9,"InChI=1S/C23H29N9O6/c1-13(2)11-31-8-9-32(22(31)34)17-10-16(18(28-27-17)21(33)26-23(35,36)37)25-15-7-5-6-14(19(15)38-4)20-24-12-30(3)29-20/h5-7,10,12-13,35-37H,8-9,11H2,1-4H3,(H,25,27)(H,26,33)",CC(C)CN1CCN(C1=O)C2=NN=C(C(=C2)NC3=CC=CC(=C3OC)C4=NN(C=N4)C)C(=O)NC(O)(O)O,MZROAOCIHGGFSV-UHFFFAOYSA-N,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-[3-(2-methylpropyl)-2-oxoimidazolidin-1-yl]-N-(trihydroxymethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20200813,PATENTSCOPE (WIPO),Governmental Organizations,NULL
153571359,"1-[6-Acetyl-5-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]pyridazin-3-yl]azetidin-2-one",NULL,393.400,C19H19N7O3,115.000,621.000,1.100,29,1,8,6,"InChI=1S/C19H19N7O3/c1-11(27)17-14(9-15(22-23-17)26-8-7-16(26)28)21-13-6-4-5-12(18(13)29-3)19-20-10-25(2)24-19/h4-6,9-10H,7-8H2,1-3H3,(H,21,22)",CC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)N4CCC4=O,WSDDBIDESFXAPT-UHFFFAOYSA-N,"1-[6-acetyl-5-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]pyridazin-3-yl]azetidin-2-one",NULL,Patents,1,NULL,20200813,PATENTSCOPE (WIPO),Governmental Organizations,NULL
153571357,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-methyl-6-oxo-7H-[1,3]oxazolo[4,5-c]pyridazine-3-carboxamide",SCHEMBL22647419,396.400,C17H16N8O4,145.000,624.000,0.800,29,3,9,5,"InChI=1S/C17H16N8O4/c1-18-16(26)11-10(13-15(23-22-11)21-17(27)29-13)20-9-6-4-5-8(12(9)28-3)14-19-7-25(2)24-14/h4-7H,1-3H3,(H,18,26)(H2,20,21,23,27)",CNC(=O)C1=NN=C2C(=C1NC3=CC=CC(=C3OC)C4=NN(C=N4)C)OC(=O)N2,RXERZZKOAZSBCQ-UHFFFAOYSA-N,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-methyl-6-oxo-7H-[1,3]oxazolo[4,5-c]pyridazine-3-carboxamide",NULL,Patents,1,NULL,20200813,Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
153571347,"N-[17-(1-methyl-1,2,4-triazol-3-yl)-9,12,15-trioxa-2,6,7-triazatricyclo[14.4.0.03,8]icosa-1(20),3,5,7,16,18-hexaen-5-yl]cyclopropanecarboxamide",SCHEMBL22647493,437.500,C21H23N7O4,125.000,639.000,1.100,32,2,9,3,"InChI=1S/C21H23N7O4/c1-28-12-22-19(27-28)14-3-2-4-15-18(14)31-9-7-30-8-10-32-21-16(23-15)11-17(25-26-21)24-20(29)13-5-6-13/h2-4,11-13,23H,5-10H2,1H3,(H,24,25,29)",CN1C=NC(=N1)C2=C3C(=CC=C2)NC4=CC(=NN=C4OCCOCCO3)NC(=O)C5CC5,YUKZUAXEMZBLJU-UHFFFAOYSA-N,"N-[17-(1-methyl-1,2,4-triazol-3-yl)-9,12,15-trioxa-2,6,7-triazatricyclo[14.4.0.03,8]icosa-1(20),3,5,7,16,18-hexaen-5-yl]cyclopropanecarboxamide",NULL,Patents,1,NULL,20200813,Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
153571340,"US11053219, Example 55","SCHEMBL22647213|BDBM515685|US11053219, Example 55",418.500,C21H22N8O2,112.000,649.000,1.800,31,2,7,6,"InChI=1S/C21H22N8O2/c1-28-10-16-18(26-28)15(9-17(24-16)25-21(30)12-7-8-12)23-14-6-4-5-13(19(14)31-3)20-22-11-29(2)27-20/h4-6,9-12,23H,7-8H2,1-3H3,(H,24,25,30)",CN1C=C2C(=N1)C(=CC(=N2)NC(=O)C3CC3)NC4=CC=CC(=C4OC)C5=NN(C=N5)C,GTKOXJDKOJQHGH-UHFFFAOYSA-N,"N-[7-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-2-methylpyrazolo[4,3-b]pyridin-5-yl]cyclopropanecarboxamide",NULL,Patents,1,NULL,20200813,BindingDB|Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
153571336,"Cyclopropyl-[4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-(pyridazin-3-ylamino)pyridin-3-yl]methanone",SCHEMBL22647253,442.500,C23H22N8O2,120.000,664.000,2.900,33,2,9,8,"InChI=1S/C23H22N8O2/c1-31-13-25-23(30-31)15-5-3-6-17(22(15)33-2)27-18-11-20(28-19-7-4-10-26-29-19)24-12-16(18)21(32)14-8-9-14/h3-7,10-14H,8-9H2,1-2H3,(H2,24,27,28,29)",CN1C=NC(=N1)C2=C(C(=CC=C2)NC3=CC(=NC=C3C(=O)C4CC4)NC5=NN=CC=C5)OC,OLOLHZGDNRVIBN-UHFFFAOYSA-N,"cyclopropyl-[4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-(pyridazin-3-ylamino)pyridin-3-yl]methanone",NULL,Patents,1,NULL,20200813,Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
153571331,"4-[6-[[5-(Cyclopropanecarbonyl)-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]pyridin-2-yl]amino]pyridin-3-yl]morpholin-3-one",SCHEMBL22647321,540.600,C28H28N8O4,136.000,892.000,3.000,40,2,10,9,"InChI=1S/C28H28N8O4/c1-35-16-31-28(34-35)19-4-3-5-21(27(19)39-2)32-22-12-24(30-14-20(22)26(38)17-6-7-17)33-23-9-8-18(13-29-23)36-10-11-40-15-25(36)37/h3-5,8-9,12-14,16-17H,6-7,10-11,15H2,1-2H3,(H2,29,30,32,33)",CN1C=NC(=N1)C2=C(C(=CC=C2)NC3=CC(=NC=C3C(=O)C4CC4)NC5=NC=C(C=C5)N6CCOCC6=O)OC,PGVQQJGHXHLQMY-UHFFFAOYSA-N,"4-[6-[[5-(cyclopropanecarbonyl)-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]pyridin-2-yl]amino]pyridin-3-yl]morpholin-3-one",NULL,Patents,1,NULL,20200813,Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
153571330,"US11053219, Example 24","SCHEMBL22647341|BDBM515655|US11053219, Example 24",407.400,C20H21N7O3,124.000,632.000,1.600,30,2,8,7,"InChI=1S/C20H21N7O3/c1-11(28)17-15(9-16(24-25-17)23-20(29)12-7-8-12)22-14-6-4-5-13(18(14)30-3)19-21-10-27(2)26-19/h4-6,9-10,12H,7-8H2,1-3H3,(H2,22,23,24,29)",CC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)NC(=O)C4CC4,QBLOYDZSNPLDQF-UHFFFAOYSA-N,"N-[6-acetyl-5-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]pyridazin-3-yl]cyclopropanecarboxamide",NULL,Patents,1,NULL,20200813,BindingDB|Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
153571326,"1-[6-Chloro-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]pyridazin-3-yl]ethanone",NULL,358.780,C16H15ClN6O2,94.800,470.000,2.600,25,1,7,5,"InChI=1S/C16H15ClN6O2/c1-9(24)14-12(7-13(17)20-21-14)19-11-6-4-5-10(15(11)25-3)16-18-8-23(2)22-16/h4-8H,1-3H3,(H,19,20)",CC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)Cl,DSXGXXQSRWEUTJ-UHFFFAOYSA-N,"1-[6-chloro-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]pyridazin-3-yl]ethanone",NULL,Patents,1,NULL,20200813,Google Patents|PATENTSCOPE (WIPO),Governmental Organizations|Research and Development,NULL
153571325,"N-[4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-methyl-5-oxo-7H-pyrrolo[3,4-b]pyridin-2-yl]cyclopropanecarboxamide",SCHEMBL22647335,433.500,C22H23N7O3,114.000,720.000,1.700,32,2,7,6,"InChI=1S/C22H23N7O3/c1-28-10-16-18(22(28)31)15(9-17(25-16)26-21(30)12-7-8-12)24-14-6-4-5-13(19(14)32-3)20-23-11-29(2)27-20/h4-6,9,11-12H,7-8,10H2,1-3H3,(H2,24,25,26,30)",CN1CC2=C(C1=O)C(=CC(=N2)NC(=O)C3CC3)NC4=CC=CC(=C4OC)C5=NN(C=N5)C,GEBZLQZUSAFZAL-UHFFFAOYSA-N,"N-[4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-methyl-5-oxo-7H-pyrrolo[3,4-b]pyridin-2-yl]cyclopropanecarboxamide",NULL,Patents,1,NULL,20200813,Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
153571321,"1-[6-Acetyl-5-[[3-methoxy-4-(1-methyl-1,2,4-triazol-3-yl)pyridin-2-yl]amino]pyridazin-3-yl]-1-ethyl-3-methyl-3-propan-2-ylurea",NULL,467.500,C22H29N9O3,131.000,697.000,1.800,34,1,9,8,"InChI=1S/C22H29N9O3/c1-8-31(22(33)30(6)13(2)3)17-11-16(18(14(4)32)27-26-17)25-21-19(34-7)15(9-10-23-21)20-24-12-29(5)28-20/h9-13H,8H2,1-7H3,(H,23,25,26)",CCN(C1=NN=C(C(=C1)NC2=NC=CC(=C2OC)C3=NN(C=N3)C)C(=O)C)C(=O)N(C)C(C)C,ZFSUCIWSAGOHHN-UHFFFAOYSA-N,"1-[6-acetyl-5-[[3-methoxy-4-(1-methyl-1,2,4-triazol-3-yl)pyridin-2-yl]amino]pyridazin-3-yl]-1-ethyl-3-methyl-3-propan-2-ylurea",NULL,Patents,1,NULL,20200813,PATENTSCOPE (WIPO),Governmental Organizations,NULL
153571316,"6-chloro-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-methylpyridazine-3-carboxamide",SCHEMBL22647254,373.800,C16H16ClN7O2,107.000,486.000,2.200,26,2,7,5,"InChI=1S/C16H16ClN7O2/c1-18-16(25)13-11(7-12(17)21-22-13)20-10-6-4-5-9(14(10)26-3)15-19-8-24(2)23-15/h4-8H,1-3H3,(H,18,25)(H,20,21)",CNC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)Cl,WMVBKFNYOMTBPE-UHFFFAOYSA-N,"6-chloro-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-methylpyridazine-3-carboxamide",NULL,Patents,1,NULL,20200813,Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
153571315,"Cyclopropyl-[4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-[(2-methylpyrimidin-4-yl)amino]pyridin-3-yl]methanone",SCHEMBL22647225,456.500,C24H24N8O2,120.000,694.000,3.700,34,2,9,8,"InChI=1S/C24H24N8O2/c1-14-25-10-9-20(28-14)30-21-11-19(17(12-26-21)22(33)15-7-8-15)29-18-6-4-5-16(23(18)34-3)24-27-13-32(2)31-24/h4-6,9-13,15H,7-8H2,1-3H3,(H2,25,26,28,29,30)",CC1=NC=CC(=N1)NC2=NC=C(C(=C2)NC3=CC=CC(=C3OC)C4=NN(C=N4)C)C(=O)C5CC5,TXORYVFRYUYREF-UHFFFAOYSA-N,"cyclopropyl-[4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-[(2-methylpyrimidin-4-yl)amino]pyridin-3-yl]methanone",NULL,Patents,1,NULL,20200813,Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
