"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4868074";"";"0";"422.49";"0";"2.22";"11s";"Cc1cnc(Nc2ccc3c(c2)CCN3C(=O)[C@@H](O)CO)nc1-c1cnn(C(C)C)c1";"IC50";"'='";"10.84";"nM";"7.96";"";"";"UO_0000065";"18.85";"0.35";"5.74";"6.84";"0";"CHEMBL4825784";"Inhibition of recombinant human TYK2 (875 to end residues) using GGMEDIYFEFMGG as substrate incubated for 40 mins in presence of [gamma33P]ATP by scintillation counting based radiometry assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825658";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.6667 hr"
"CHEMBL4849617";"";"0";"509.59";"2";"5.64";"14h";"CC(C)(C)c1ccc(C(=O)N2CCc3cc(Nc4ncc(F)c(-c5cnn(CCC#N)c5)n4)ccc32)cc1";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"14.52";"0.27";"1.76";"7.42";"0";"CHEMBL4825784";"Inhibition of recombinant human TYK2 (875 to end residues) using GGMEDIYFEFMGG as substrate incubated for 40 mins in presence of [gamma33P]ATP by scintillation counting based radiometry assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825658";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.6667 hr"
"CHEMBL3675980";"";"0";"380.43";"0";"2.74";"BDBM127733";"O=C(NCC1CC1)c1cnn2ccc(N3CCCC3c3cncc(F)c3)nc12";"IC50";"'>'";"1000.0";"nM";"";"";"258562";"UO_0000065";"";"";"";"";"0";"CHEMBL3705450";"Inhibition Assay: Compounds of Formula I were screened for their ability to inhibit Tyk2 using the general enzyme inhibition assay method, in which the assay mixture contained 500 μM ATP, 8 μM Omnia Y12 peptide (Catalog # IVGN KPZ3121C; Invitrogen Corporation, Carlsbad, Calif.) and 1 nM Tyk2 in a total volume of 20 μL. Human Tyk2 kinase domain, comprising amino acids 886 to 1187 with 10 additional histidine residues (histidine tag) on the carboxy terminus, was expressed and purified from bacculovirus in-house at Array BioPharma Inc. (Boulder, Colo.). The histidine tag was cleaved after purification using standard conditions.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638907";"37";"BindingDB Database";"";"2014";"None";""
"CHEMBL3675973";"";"0";"434.40";"0";"3.43";"BDBM127725";"O=C(NC1(C(F)(F)F)CC1)c1cnn2ccc(N3CCC[C@@H]3c3cncc(F)c3)nc12";"IC50";"'>'";"1000.0";"nM";"";"";"258569";"UO_0000065";"";"";"";"";"0";"CHEMBL3705450";"Inhibition Assay: Compounds of Formula I were screened for their ability to inhibit Tyk2 using the general enzyme inhibition assay method, in which the assay mixture contained 500 μM ATP, 8 μM Omnia Y12 peptide (Catalog # IVGN KPZ3121C; Invitrogen Corporation, Carlsbad, Calif.) and 1 nM Tyk2 in a total volume of 20 μL. Human Tyk2 kinase domain, comprising amino acids 886 to 1187 with 10 additional histidine residues (histidine tag) on the carboxy terminus, was expressed and purified from bacculovirus in-house at Array BioPharma Inc. (Boulder, Colo.). The histidine tag was cleaved after purification using standard conditions.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638907";"37";"BindingDB Database";"";"2014";"None";""
"CHEMBL4777465";"";"0";"378.44";"0";"3.24";"32";"C/C=C/C(=O)Nc1ccc(-c2cc(Nc3cnn(CCOC)c3)ncn2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4685312";"Inhibition of recombinant human N-terminal GST-tagged TYK2 cytoplasmic domain (833 to 1187 residues) expressed in baculovirus expression system using TK-substrate-biotin preincubated for 5 mins followed by substrate addition and measured after 30 mins by HTRF assay";"A";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680201";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.5833 hr"
"CHEMBL3936358";"";"0";"316.38";"0";"2.94";"BDBM255009";"CN1CN([C@H]2CC[C@H](CF)CC2)c2c(cnc3[nH]ccc23)C1=O";"IC50";"'='";"38.0";"nM";"7.42";"";"443999";"UO_0000065";"23.45";"0.44";"4.48";"14.21";"0";"CHEMBL3889260";"Enzyme Assay: The inhibitory activity of the compounds of the present invention against JAK was measured.The respective enzymes (JAK1, JAK2, JAK3 and Tyk2) were purchased from Carna Biosciences, Inc.As a substrate of the enzymes (hereinafter referred to as substrate), LANCE Ultra ULight-JAK-1 (Tyr1023) Peptide (manufactured by PerkinElmer Inc.) was used.As an antibody for detecting phosphorylation of the substrate, LANCE Ultra Europium-anti-phospho tyrosine antibody (PT66) (manufactured by PerkinElmer Inc.) was used.The other reagents were purchased from the following.Adenosine triphosphate (ATP): Sigma-Aldrich4-(2-Hydroxyethyl)-1-piperazineethanesulfonic acid (HEPES): DOJINDO LABORATORIESGlycol ether diamine tetraacetic acid (EGTA): DOJINDO LABORATORIES Magnesium chloride (MgCl2): Wako Pure Chemical Industries, Ltd.Dithiothreitol (DTT): Wako Pure Chemical Industries, Ltd.Tween 20: Sigma-AldrichEthylenediaminetetraacetic acid (EDTA): DOJINDO LABORATORIESThe compounds of the present invention, the enzymes (JAK1, JAK2, JAK3 and Tyk2), the substrate and ATP were used for assay as diluted with assay buffer.Â  As the assay buffer, one having the following composition was used.Â  HEPES (pH7.5): 50 mM EGTA: 1 mM MgCl2: 10 mM DTT: 2 mM Tween 20: 0.01% (wt/wt). The dilute concentration and the addition amount on a well plate as described hereinafter were adjusted so that the following final concentrations were achieved on the well plate.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3887014";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL3966746";"";"0";"441.52";"0";"3.81";"BDBM255016";"CSCN1CN([C@H]2CC[C@H](CNCC(F)(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O";"IC50";"'='";"160.0";"nM";"6.80";"";"444006";"UO_0000065";"15.39";"0.31";"2.99";"10.58";"0";"CHEMBL3889260";"Enzyme Assay: The inhibitory activity of the compounds of the present invention against JAK was measured.The respective enzymes (JAK1, JAK2, JAK3 and Tyk2) were purchased from Carna Biosciences, Inc.As a substrate of the enzymes (hereinafter referred to as substrate), LANCE Ultra ULight-JAK-1 (Tyr1023) Peptide (manufactured by PerkinElmer Inc.) was used.As an antibody for detecting phosphorylation of the substrate, LANCE Ultra Europium-anti-phospho tyrosine antibody (PT66) (manufactured by PerkinElmer Inc.) was used.The other reagents were purchased from the following.Adenosine triphosphate (ATP): Sigma-Aldrich4-(2-Hydroxyethyl)-1-piperazineethanesulfonic acid (HEPES): DOJINDO LABORATORIESGlycol ether diamine tetraacetic acid (EGTA): DOJINDO LABORATORIES Magnesium chloride (MgCl2): Wako Pure Chemical Industries, Ltd.Dithiothreitol (DTT): Wako Pure Chemical Industries, Ltd.Tween 20: Sigma-AldrichEthylenediaminetetraacetic acid (EDTA): DOJINDO LABORATORIESThe compounds of the present invention, the enzymes (JAK1, JAK2, JAK3 and Tyk2), the substrate and ATP were used for assay as diluted with assay buffer.Â  As the assay buffer, one having the following composition was used.Â  HEPES (pH7.5): 50 mM EGTA: 1 mM MgCl2: 10 mM DTT: 2 mM Tween 20: 0.01% (wt/wt). The dilute concentration and the addition amount on a well plate as described hereinafter were adjusted so that the following final concentrations were achieved on the well plate.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3887014";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL3947499";"";"0";"353.47";"0";"2.72";"BDBM255019";"CN1CN([C@H]2CC[C@H](CNC3CC3)CC2)c2c(cnc3[nH]ccc23)C1=O";"IC50";"'='";"150.0";"nM";"6.82";"";"444009";"UO_0000065";"19.31";"0.36";"4.10";"10.62";"0";"CHEMBL3889260";"Enzyme Assay: The inhibitory activity of the compounds of the present invention against JAK was measured.The respective enzymes (JAK1, JAK2, JAK3 and Tyk2) were purchased from Carna Biosciences, Inc.As a substrate of the enzymes (hereinafter referred to as substrate), LANCE Ultra ULight-JAK-1 (Tyr1023) Peptide (manufactured by PerkinElmer Inc.) was used.As an antibody for detecting phosphorylation of the substrate, LANCE Ultra Europium-anti-phospho tyrosine antibody (PT66) (manufactured by PerkinElmer Inc.) was used.The other reagents were purchased from the following.Adenosine triphosphate (ATP): Sigma-Aldrich4-(2-Hydroxyethyl)-1-piperazineethanesulfonic acid (HEPES): DOJINDO LABORATORIESGlycol ether diamine tetraacetic acid (EGTA): DOJINDO LABORATORIES Magnesium chloride (MgCl2): Wako Pure Chemical Industries, Ltd.Dithiothreitol (DTT): Wako Pure Chemical Industries, Ltd.Tween 20: Sigma-AldrichEthylenediaminetetraacetic acid (EDTA): DOJINDO LABORATORIESThe compounds of the present invention, the enzymes (JAK1, JAK2, JAK3 and Tyk2), the substrate and ATP were used for assay as diluted with assay buffer.Â  As the assay buffer, one having the following composition was used.Â  HEPES (pH7.5): 50 mM EGTA: 1 mM MgCl2: 10 mM DTT: 2 mM Tween 20: 0.01% (wt/wt). The dilute concentration and the addition amount on a well plate as described hereinafter were adjusted so that the following final concentrations were achieved on the well plate.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3887014";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL3932070";"";"0";"378.48";"0";"2.62";"BDBM255033";"CN1CN([C@H]2CC[C@H](CNC3(C#N)CC3)CC2)c2c(cnc3[nH]ccc23)C1=O";"IC50";"'='";"65.0";"nM";"7.19";"";"444039";"UO_0000065";"18.99";"0.35";"4.57";"8.16";"0";"CHEMBL3889260";"Enzyme Assay: The inhibitory activity of the compounds of the present invention against JAK was measured.The respective enzymes (JAK1, JAK2, JAK3 and Tyk2) were purchased from Carna Biosciences, Inc.As a substrate of the enzymes (hereinafter referred to as substrate), LANCE Ultra ULight-JAK-1 (Tyr1023) Peptide (manufactured by PerkinElmer Inc.) was used.As an antibody for detecting phosphorylation of the substrate, LANCE Ultra Europium-anti-phospho tyrosine antibody (PT66) (manufactured by PerkinElmer Inc.) was used.The other reagents were purchased from the following.Adenosine triphosphate (ATP): Sigma-Aldrich4-(2-Hydroxyethyl)-1-piperazineethanesulfonic acid (HEPES): DOJINDO LABORATORIESGlycol ether diamine tetraacetic acid (EGTA): DOJINDO LABORATORIES Magnesium chloride (MgCl2): Wako Pure Chemical Industries, Ltd.Dithiothreitol (DTT): Wako Pure Chemical Industries, Ltd.Tween 20: Sigma-AldrichEthylenediaminetetraacetic acid (EDTA): DOJINDO LABORATORIESThe compounds of the present invention, the enzymes (JAK1, JAK2, JAK3 and Tyk2), the substrate and ATP were used for assay as diluted with assay buffer.Â  As the assay buffer, one having the following composition was used.Â  HEPES (pH7.5): 50 mM EGTA: 1 mM MgCl2: 10 mM DTT: 2 mM Tween 20: 0.01% (wt/wt). The dilute concentration and the addition amount on a well plate as described hereinafter were adjusted so that the following final concentrations were achieved on the well plate.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3887014";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL3645536";"";"0";"332.41";"0";"3.33";"BDBM107119";"O=C(CN1CCCC1)Nc1cccc(-c2cnc3ccccc3n2)c1";"IC50";"'>'";"20000.0";"nM";"";"";"226428";"UO_0000065";"";"";"";"";"0";"CHEMBL3707588";"In Vitro Kinase Enzyme Assay: In vitro kinase enzyme assay using Jak3, Jak2, Jak1, and Tyk2.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638666";"37";"BindingDB Database";"";"2013";"None";""
"CHEMBL4855726";"";"0";"504.02";"2";"2.53";"B3";"Cc1nc(Nc2ncc(C(=O)Nc3c(Cl)ccnc3C)s2)cc(NN2CCN(CCO)CC2)n1";"Activity";"'>'";"75.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4808037";"Inhibition of TYK2 (unknown origin) assessed as residual activity measured at 1 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4806967";"38";"Patent Bioactivity Data";"";"";"None";"Dose = 1.0 microM"
"CHEMBL4755612";"";"0";"407.52";"0";"3.40";"31h";"CNC(=O)c1cnc2[nH]ccc2c1N[C@@H]1CCN(Cc2cccc(OC)c2)[C@H](C)C1";"IC50";"'='";"79.5";"nM";"7.10";"";"";"UO_0000065";"17.42";"0.32";"3.70";"8.63";"0";"CHEMBL4713242";"Inhibition of recombinant TYK2 (unknown origin) using GFP-STAT1 as substrate incubated for 1 hr followed by anti-pSTAT1 antibody addition and measured after 30 mins by Lanthascreen TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706658";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.5 hr"
"CHEMBL3675988";"";"0";"340.36";"0";"1.96";"BDBM127741";"CNC(=O)c1cnn2ccc(N3CCCC3c3cncc(F)c3)nc12";"IC50";"'>'";"1000.0";"nM";"";"";"258563";"UO_0000065";"";"";"";"";"0";"CHEMBL3705450";"Inhibition Assay: Compounds of Formula I were screened for their ability to inhibit Tyk2 using the general enzyme inhibition assay method, in which the assay mixture contained 500 μM ATP, 8 μM Omnia Y12 peptide (Catalog # IVGN KPZ3121C; Invitrogen Corporation, Carlsbad, Calif.) and 1 nM Tyk2 in a total volume of 20 μL. Human Tyk2 kinase domain, comprising amino acids 886 to 1187 with 10 additional histidine residues (histidine tag) on the carboxy terminus, was expressed and purified from bacculovirus in-house at Array BioPharma Inc. (Boulder, Colo.). The histidine tag was cleaved after purification using standard conditions.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638907";"37";"BindingDB Database";"";"2014";"None";""
"CHEMBL4466139";"";"0";"416.45";"0";"1.95";"6e";"CNc1cc(Nc2cccn(-c3ccccn3)c2=O)nn2c(C(=O)NC3CC3)cnc12";"Ki";"'='";"0.34";"nM";"9.47";"";"";"UO_0000065";"22.74";"0.42";"7.52";"8.01";"0";"CHEMBL4402444";"Inhibition of fluorescein-labeled kinase tracer binding to His-TVMV-fused TYK2 JH2 domain (575 to 869 residues) (unknown origin) measured after 90 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400582";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";""
"CHEMBL4435047";"";"0";"434.44";"0";"2.09";"6j";"CNc1cc(Nc2cccn(-c3ncccc3F)c2=O)nn2c(C(=O)NC3CC3)cnc12";"Ki";"'='";"0.12";"nM";"9.92";"";"";"UO_0000065";"22.84";"0.42";"7.83";"8.39";"0";"CHEMBL4402444";"Inhibition of fluorescein-labeled kinase tracer binding to His-TVMV-fused TYK2 JH2 domain (575 to 869 residues) (unknown origin) measured after 90 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400582";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";""
"CHEMBL4439957";"";"0";"452.43";"0";"2.04";"6q";"CNc1cc(Nc2cccn(-c3ccc(F)cn3)c2=O)nn2c(C(=O)N[C@@H]3C[C@@H]3F)cnc12";"Ki";"'='";"0.035";"nM";"10.46";"";"";"UO_0000065";"23.11";"0.43";"8.42";"8.84";"0";"CHEMBL4402444";"Inhibition of fluorescein-labeled kinase tracer binding to His-TVMV-fused TYK2 JH2 domain (575 to 869 residues) (unknown origin) measured after 90 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400582";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";""
"CHEMBL4571920";"";"0";"452.43";"0";"2.04";"6r";"CNc1cc(Nc2cccn(-c3cccc(F)n3)c2=O)nn2c(C(=O)N[C@@H]3C[C@@H]3F)cnc12";"Ki";"'='";"0.024";"nM";"10.62";"";"";"UO_0000065";"23.47";"0.44";"8.58";"8.98";"0";"CHEMBL4402444";"Inhibition of fluorescein-labeled kinase tracer binding to His-TVMV-fused TYK2 JH2 domain (575 to 869 residues) (unknown origin) measured after 90 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400582";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";""
"CHEMBL4517542";"";"0";"353.39";"0";"1.11";"6a";"CNc1cc(Nc2cccn(C)c2=O)nn2c(C(=O)NC3CC3)cnc12";"Ki";"'='";"614.0";"nM";"6.21";"";"";"UO_0000065";"17.58";"0.33";"5.10";"5.90";"0";"CHEMBL4402445";"Inhibition of TYK2 JH2 domain in IFNalpha/IL23-stimulated human Kit225 cells by luciferase reporter assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400582";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";""
"CHEMBL4585272";"";"0";"416.45";"0";"1.95";"6g";"CNc1cc(Nc2cccn(-c3ccncc3)c2=O)nn2c(C(=O)NC3CC3)cnc12";"Ki";"'='";"148.0";"nM";"6.83";"";"";"UO_0000065";"16.40";"0.30";"4.88";"5.78";"0";"CHEMBL4402445";"Inhibition of TYK2 JH2 domain in IFNalpha/IL23-stimulated human Kit225 cells by luciferase reporter assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400582";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";""
"CHEMBL4454109";"";"0";"433.48";"0";"1.60";"6m";"CNc1cc(Nc2cccn(-c3cc(C)n(C)n3)c2=O)nn2c(C(=O)NC3CC3)cnc12";"Ki";"'='";"135.0";"nM";"6.87";"";"";"UO_0000065";"15.85";"0.29";"5.27";"5.58";"0";"CHEMBL4402445";"Inhibition of TYK2 JH2 domain in IFNalpha/IL23-stimulated human Kit225 cells by luciferase reporter assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400582";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";""
"CHEMBL4293907";"";"0";"350.43";"0";"3.02";"4";"CNc1cc(Nc2cc(C)cc(C)c2)nn2c(C(=O)NC3CC3)cnc12";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4402446";"Inhibition of TYK2 JH2 domain in human whole blood assessed as decrease in IFNalpha/IL2-induced STAT phosphorylation preincubated for 1 hr followed by IFNalpha/IL2 stimulation and measured after 15 mins by fluorescence assay";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400582";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";""
"CHEMBL4543066";"";"0";"462.51";"0";"1.81";"6p";"CNc1cc(Nc2cccn(-c3ccccn3)c2=O)nn2c(C(=O)NCC(C)(C)CO)cnc12";"Ki";"'='";"285.0";"nM";"6.54";"";"";"UO_0000065";"14.15";"0.26";"4.74";"4.73";"0";"CHEMBL4402446";"Inhibition of TYK2 JH2 domain in human whole blood assessed as decrease in IFNalpha/IL2-induced STAT phosphorylation preincubated for 1 hr followed by IFNalpha/IL2 stimulation and measured after 15 mins by fluorescence assay";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400582";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";""
"CHEMBL4532948";"";"0";"434.44";"0";"1.90";"6";"CNc1cc(Nc2cccn(-c3ccccn3)c2=O)nn2c(C(=O)N[C@@H]3C[C@@H]3F)cnc12";"Ki";"'='";"81.0";"nM";"7.09";"";"";"UO_0000065";"16.32";"0.30";"5.19";"6.00";"0";"CHEMBL4402446";"Inhibition of TYK2 JH2 domain in human whole blood assessed as decrease in IFNalpha/IL2-induced STAT phosphorylation preincubated for 1 hr followed by IFNalpha/IL2 stimulation and measured after 15 mins by fluorescence assay";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400582";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";""
"CHEMBL4552354";"BI 3017";"0";"407.43";"0";"1.30";"EUB0001066";"Cc1nccc(COC(=O)N2C[C@H]3[C@H](CNC(=O)c4ccc5[nH]nnc5c4)[C@H]3C2)n1";"% Control";"";"82.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880000";"KinomeScan assay: inhibition of TYK2(JH1domain-catalytic)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: V877/C1187 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507275";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM"
"CHEMBL111612";"ABT-546";"0";"532.72";"2";"5.54";"EUB0000348";"CCCCN(CCCC)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1CC(C)(C)CCC";"% Control";"";"100.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880000";"KinomeScan assay: inhibition of TYK2(JH1domain-catalytic)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: V877/C1187 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507258";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM"
"CHEMBL4082756";"TP-024";"0";"392.36";"0";"3.73";"EUB0000317";"Cc1cc(-n2nc(Cc3cc(F)cc(C(F)(F)F)c3)nc2C)ccc1C(N)=O";"% Control";"";"100.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880001";"KinomeScan assay: inhibition of TYK2(JH2domain-pseudokinase)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: G556/D888 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507305";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM"
"CHEMBL4521594";"BAY-1797";"0";"416.89";"0";"3.96";"EUB0000309";"NS(=O)(=O)c1cc(NC(=O)Cc2ccccc2)ccc1Oc1cccc(Cl)c1";"% Control";"";"67.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880001";"KinomeScan assay: inhibition of TYK2(JH2domain-pseudokinase)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: G556/D888 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507265";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM"
"CHEMBL4530740";"BI 1950";"0";"646.51";"2";"5.16";"EUB0000310";"C[C@H](NC(=O)c1cnc2n1[C@](C)(Cc1ccc(C#N)cc1)C(=O)N2c1cc(Cl)c(F)c(Cl)c1)C(=O)NC1(c2ccccn2)CC1";"% Control";"";"100.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880000";"KinomeScan assay: inhibition of TYK2(JH1domain-catalytic)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: V877/C1187 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507282";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM"
